EXT_SOURCE_3,EXT_SOURCE_2,PAYMENT_RATE,NAME_EDUCATION_TYPE_Highereducation,INSTAL_DPD_MEAN,PREV_NAME_CONTRACT_STATUS_Refused_MEAN,DAYS_BIRTH,BURO_CREDIT_ACTIVE_Closed_MEAN,DAYS_EMPLOYED_PERC,BURO_DAYS_CREDIT_MAX,REGION_RATING_CLIENT,NAME_INCOME_TYPE_Working,INSTAL_PAYMENT_DIFF_MEAN,DAYS_LAST_PHONE_CHANGE,APPROVED_CNT_PAYMENT_MEAN,INSTAL_AMT_PAYMENT_MIN,BURO_AMT_CREDIT_SUM_DEBT_MEAN,DAYS_EMPLOYED,AMT_CREDIT,CODE_GENDER,FLAG_OWN_CAR,NAME_CONTRACT_TYPE_Cashloans,PREV_NAME_YIELD_GROUP_high_MEAN,FLAG_DOCUMENT_3,AMT_GOODS_PRICE,PREV_APP_CREDIT_PERC_MIN,PREV_CNT_PAYMENT_MEAN,APPROVED_AMT_DOWN_PAYMENT_MAX,DAYS_ID_PUBLISH,BURO_AMT_CREDIT_SUM_SUM,POS_MONTHS_BALANCE_MAX,POS_MONTHS_BALANCE_SIZE,INSTAL_DAYS_ENTRY_PAYMENT_SUM,INSTAL_DAYS_ENTRY_PAYMENT_MEAN,BURO_DAYS_CREDIT_MEAN,BURO_DAYS_CREDIT_ENDDATE_MEAN,PREV_NAME_YIELD_GROUP_low_action_MEAN,PREV_NAME_CLIENT_TYPE_New_MEAN,AMT_ANNUITY,INSTAL_AMT_PAYMENT_SUM,PREV_AMT_DOWN_PAYMENT_MAX,PREV_APP_CREDIT_PERC_MAX,APPROVED_AMT_ANNUITY_MAX,BURO_DAYS_CREDIT_ENDDATE_MIN,PREV_APP_CREDIT_PERC_MEAN,POS_COUNT,ORGANIZATION_TYPE_XNA,REGION_RATING_CLIENT_W_CITY,REG_CITY_NOT_WORK_CITY,PREV_NAME_CONTRACT_STATUS_Approved_MEAN,AMT_INCOME_TOTAL,CNT_CHILDREN,SK_ID_CURR
0.0,0.3371189,0.054237545,0,0.875,0.0,-8557,0.0,0.02898212,0.0,3,1,2156.8726,-580.0,6.0,379.26,0.0,-248.0,296280.0,1,0,1,1.0,1,225000.0,0.9857462,6.0,4171.5,-903,0.0,-13.0,7.0,-3786.0,-473.25,0.0,0.0,0.0,1.0,16069.5,51765.3,4171.5,0.9857462,8627.58,0.0,0.9857462,7.0,0,3,1,1.0,76500.0,0,106401
0.6512602,0.12672842,0.1029848,0,0.0,0.25,-24077,0.75,0.0,-311.0,3,0,0.0,-734.0,14.0,3366.72,0.0,0.0,248760.0,1,0,1,0.0,0,225000.0,0.9191153,14.0,0.0,-5329,672525.0,-1.0,26.0,-9263.0,-370.52,-776.25,-559.0,0.0,0.25,25618.5,874832.3,0.0,0.951042,42854.31,-1036.0,0.9350786,26.0,1,3,0,0.5,157500.0,0,107790
0.30927536,0.61008245,0.03793065,0,0.51724136,0.0,-16850,0.71428573,0.21062315,-311.0,2,0,0.0,-314.0,16.0,4022.1,282552.0,-3549.0,561393.0,1,1,1,0.0,1,463500.0,0.8632597,16.0,1575.0,-359,3282804.0,-9.0,32.0,-44514.0,-1534.9656,-1349.7142,-53.142857,0.14285715,0.0,21294.0,698592.7,1575.0,1.111465,17799.795,-2136.0,0.99368113,32.0,0,2,0,0.5714286,135000.0,0,108353
0.0,0.6404939,0.105966665,0,0.5314685,0.25,-16763,0.0,0.17007695,0.0,1,0,320.06958,-3512.0,8.8,3.6,0.0,-2851.0,135000.0,0,1,1,0.25,1,135000.0,0.93808633,8.857142,26820.0,-320,0.0,-2.0,50.0,-215689.0,-1508.3147,0.0,0.0,0.0,0.0,14305.5,572785.1,26820.0,1.8764169,35927.55,0.0,1.1201336,50.0,0,1,0,0.625,270000.0,0,108476
0.48485148,0.69669986,0.05128547,1,0.0,0.0,-13506,0.0,0.086332,-427.0,2,1,0.0,-1029.0,18.0,4819.95,148513.5,-1166.0,573408.0,1,0,1,0.0,1,495000.0,0.82560956,18.0,0.0,-4900,202500.0,-13.0,29.0,-18204.0,-674.2222,-427.0,781.0,0.5,0.5,29407.5,224030.39,0.0,0.90447974,9357.435,781.0,0.86504465,29.0,0,2,0,1.0,112500.0,0,108802
0.46686402,0.18859726,0.042604342,0,0.0,0.0,-16816,0.53846157,0.5181375,-271.0,3,1,0.0,-502.0,12.0,49.05,125703.42,-8713.0,539100.0,1,0,1,0.0,1,450000.0,0.8988997,12.0,0.0,-369,3417682.5,-1.0,17.0,-6490.0,-185.42857,-1250.8462,1813.0,0.5,1.0,22968.0,119138.76,0.0,1.0,5085.135,-2322.0,0.94944984,17.0,0,3,0,1.0,202500.0,1,111194
0.0,0.061891496,0.0795489,0,0.43678162,0.5,-22579,0.0,0.0,0.0,3,0,716.00793,-1844.0,24.0,2.97,0.0,0.0,237024.0,0,1,1,0.1,0,180000.0,0.0,17.142857,4500.0,-4760,0.0,-2.0,84.0,-87766.0,-1008.8046,0.0,0.0,0.0,0.1,18855.0,1030370.9,4500.0,1.021137,19066.5,0.0,0.65600836,84.0,1,3,0,0.4,112500.0,0,111391
0.73098737,0.40210733,0.0780833,0,0.019607844,0.16666667,-16673,0.71428573,0.3136808,-680.0,2,1,0.0,-2100.0,15.0,50.85,122176.93,-5230.0,183784.5,1,0,1,0.0,1,148500.0,0.86326206,16.0,9000.0,-224,2873205.0,-7.0,29.0,-39882.0,-782.0,-1561.2858,-387.14285,0.083333336,0.0,14350.5,910228.75,9000.0,1.0110347,19516.186,-2020.0,0.95867926,29.0,0,2,0,0.33333334,202500.0,0,111482
0.40140742,0.65116227,0.079,0,0.0,0.0,-13038,0.71428573,0.31162754,-68.0,2,0,106.9911,-227.0,6.0,39.96,15276.285,-4063.0,112500.0,0,0,1,0.0,1,112500.0,0.803224,6.0,0.0,-4505,278364.66,-1.0,7.0,-6139.0,-122.78,-1248.7142,-133.0,0.0,1.0,8887.5,168903.0,0.0,1.0,3566.565,-2128.0,0.901612,7.0,0,2,0,1.0,81000.0,0,111618
0.0,0.1848812,0.03613846,0,0.8701299,0.0,-10863,0.0,0.008561171,0.0,2,1,358.373,-1775.0,12.0,5.94,0.0,-93.0,585000.0,0,1,1,0.0,0,585000.0,0.8535427,12.0,5850.0,-3464,0.0,-2.0,80.0,-91991.0,-1194.6884,0.0,0.0,0.25,0.0,21141.0,591217.1,5850.0,1.0587727,10125.0,0.0,0.965865,80.0,0,2,0,0.875,162000.0,1,112604
0.20677866,0.5826823,0.0797348,0,0.125,0.25,-14724,0.375,0.05249932,-82.0,3,1,490.5872,-1595.0,9.0,1370.16,137173.42,-773.0,179865.0,1,0,1,0.25,1,148500.0,0.90449595,8.0,9000.0,-5112,1506584.0,-3.0,17.0,-10775.0,-673.4375,-702.25,-73.57143,0.0,0.0,14341.5,124979.086,9000.0,1.294953,7849.395,-2068.0,1.0558344,17.0,0,3,0,0.5,135000.0,2,113406
0.0,0.49756366,0.04140159,0,0.0,0.0,-9976,0.0,0.090717725,0.0,2,0,0.0,-204.0,0.0,0.0,0.0,-905.0,988875.0,0,0,1,0.0,0,868500.0,0.0,0.0,0.0,-2626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40941.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0.0,135000.0,0,113413
0.32806316,0.15828165,0.1194,0,0.21428572,0.0,-9795,0.85714287,0.07963247,-1015.0,2,1,760.50323,0.0,8.0,2371.05,54653.25,-780.0,180000.0,0,0,1,0.0,1,180000.0,0.9209851,8.0,0.0,-2194,806907.3,-2.0,45.0,-22271.0,-530.2619,-1246.1428,-705.0,0.2,0.2,21492.0,544944.44,0.0,1.0,17165.34,-1226.0,0.957918,45.0,0,2,1,1.0,135000.0,0,114291
0.41534716,0.70072776,0.063899234,0,0.0,0.3,-23836,0.71428573,0.0,-209.0,2,0,-347.70566,-615.0,27.6,3427.47,52269.75,0.0,234369.0,1,0,1,0.0,1,193500.0,0.8256252,27.75,15682.5,-4300,3988564.2,-6.0,57.0,-34573.0,-652.32074,-1508.2142,-436.57144,0.0,0.0,14976.0,2315145.0,15682.5,0.98440766,41666.22,-2312.0,0.9036555,57.0,1,2,0,0.5,121500.0,0,116964
0.0,0.19383211,0.080176674,0,0.0,0.0,-12916,0.0,0.03855683,0.0,2,1,0.0,-314.0,6.0,11144.385,0.0,-498.0,728460.0,0,0,1,0.0,1,675000.0,1.1111112,6.0,6745.5,-877,0.0,-4.0,7.0,-1314.0,-219.0,0.0,0.0,0.0,1.0,58405.5,66884.76,6745.5,1.1111112,11148.075,0.0,1.1111112,7.0,0,2,1,1.0,157500.0,0,117625
0.5726825,0.56923527,0.0484625,0,0.0,0.0,-20386,0.6666667,0.0,-239.0,2,0,0.0,-345.0,10.0,1532.97,15523.5,0.0,360000.0,1,0,1,0.0,1,360000.0,0.91,10.0,0.0,-3727,305370.0,-5.0,7.0,-1532.0,-255.33333,-1072.6666,-240.0,0.0,1.0,17446.5,15069.96,0.0,0.91,1532.97,-792.0,0.91,7.0,1,2,0,1.0,80100.0,0,117924
0.7610264,0.48213273,0.064252675,0,0.08571429,0.0,-17324,0.85714287,0.09022166,-254.0,2,0,-4841.992,-1364.0,22.0,126.045,19051.2,-1563.0,369720.0,1,1,1,0.0,1,292500.0,0.83472455,22.0,4252.5,-870,407301.53,-1.0,35.0,-18368.0,-524.8,-774.1429,-456.57144,0.0,0.16666667,23755.5,747414.4,4252.5,1.2102025,15104.025,-1602.0,0.9781139,35.0,0,2,1,0.6666667,171000.0,1,118166
0.24318647,0.64540344,0.07274562,0,0.2631579,0.125,-15431,0.59574467,0.2555894,-9.0,1,0,-4199.201,-989.0,24.8,33.3,18990.535,-3944.0,98109.0,0,0,1,0.125,1,81000.0,0.7336757,20.666666,11502.0,-4226,2316159.2,-1.0,56.0,-24355.0,-427.2807,-439.95746,-349.5,0.25,0.125,7137.0,1004118.7,11502.0,1.2500734,18831.06,-1766.0,0.96534526,56.0,0,1,0,0.625,180000.0,2,118326
0.53348166,0.61609954,0.04827348,0,0.0,0.0,-15793,0.6,0.23997974,-337.0,2,0,0.0,-551.0,24.0,14465.43,1197448.2,-3790.0,781920.0,1,0,1,0.0,1,675000.0,0.85352695,24.0,0.0,-5066,8784028.0,-1.0,18.0,-4883.0,-271.27777,-1295.0,1027.2,0.0,1.0,37746.0,260377.73,0.0,0.85352695,14465.43,-1609.0,0.85352695,18.0,0,2,0,1.0,180000.0,0,118747
0.24853556,0.6740639,0.05133019,1,0.0,0.0,-15577,0.2,0.045066442,-341.0,2,1,0.0,-1205.0,24.0,10983.555,513482.4,-702.0,477000.0,0,1,1,0.0,1,477000.0,0.0,24.0,12093.3,-4454,3551969.8,-12.0,29.0,-21696.0,-774.8571,-616.6,743.6667,0.2857143,0.14285715,24484.5,1188388.8,12093.3,1.1111276,33750.0,238.0,0.8222255,29.0,0,2,0,0.5714286,382500.0,1,118750
0.0,0.58618224,0.064353846,0,0.018518519,0.0,-16756,0.0,0.0123537835,0.0,2,1,0.0,-337.0,12.0,180.585,0.0,-207.0,292500.0,1,1,1,0.0,1,292500.0,0.8833922,12.0,0.0,-306,0.0,-1.0,36.0,-37739.0,-698.87036,0.0,0.0,0.25,0.0,18823.5,450790.78,0.0,1.0,23674.5,0.0,0.95109296,36.0,0,2,1,1.0,103500.0,0,119104
0.0,0.56926745,0.032258753,0,0.06382979,0.0,-13095,0.75,0.13745704,-197.0,2,1,-7903.367,-2019.0,8.333333,7494.435,173176.33,-1800.0,1052505.0,0,1,1,0.0,0,855000.0,0.0,8.333333,17055.0,-5425,5498255.0,-22.0,50.0,-73131.0,-1555.9788,-1478.5,-413.5,0.0,0.16666667,33952.5,1891264.9,17055.0,1.0680549,54194.58,-1780.0,0.84852517,50.0,0,2,0,1.0,360000.0,0,119191
0.3376727,0.7057341,0.07177486,1,0.0,0.0,-16238,0.7692308,0.027897524,-138.0,1,1,44.117645,-134.0,7.0,3.915,73067.25,-453.0,194922.0,1,1,1,0.0,0,157500.0,0.87911224,7.0,31500.0,-5252,2673981.0,-1.0,40.0,-32924.0,-645.5686,-1230.4615,-890.6923,0.22222222,0.11111111,13990.5,590135.8,31500.0,1.6054621,12980.925,-2183.0,1.069225,40.0,0,1,0,0.7777778,360000.0,0,119749
0.42061096,0.0022594887,0.07346709,0,0.012048192,0.0,-11251,0.0,0.17322905,-350.0,2,1,213.67519,0.0,19.5,13.545,1109.52,-1949.0,183694.5,0,0,1,0.11111111,1,139500.0,0.0,19.5,0.0,-1055,22500.0,-2.0,33.0,-34073.0,-410.51807,-350.0,27271.0,0.0,0.11111111,13495.5,1181554.2,0.0,0.9498396,22715.955,27271.0,0.600848,33.0,0,2,1,0.44444445,180000.0,0,120437
0.6594055,0.13991886,0.051057886,0,0.8055556,0.0,-13080,0.75,0.19487767,-210.0,2,0,2056.465,0.0,12.8,117.585,0.0,-2549.0,573408.0,0,1,1,0.0,0,495000.0,0.8034582,12.8,0.0,-2692,831172.5,-1.0,36.0,-21722.0,-603.3889,-1506.0,6614.0,0.0,0.16666667,29277.0,1106852.0,0.0,1.0,37244.7,-1791.0,0.9269118,36.0,0,2,1,0.8333333,225000.0,2,120541
0.6594055,0.48302823,0.073202774,0,0.0,0.125,-11601,1.0,0.17610551,-435.0,2,1,0.0,-1632.0,16.285715,3431.07,0.0,-2043.0,301464.0,1,1,1,0.25,1,238500.0,0.7749516,14.25,32575.5,-2623,279000.0,-1.0,56.0,-33347.0,-629.18866,-815.3333,-369.0,0.0,0.125,22068.0,611680.3,32575.5,1.4897505,40270.094,-797.0,0.99328244,56.0,0,2,1,0.875,225000.0,0,120755
0.44717857,0.6338056,0.051440775,0,4.6944447,0.25,-21644,0.0,0.1568102,-271.0,2,1,1258.5387,-2195.0,9.333333,326.655,223227.0,-3394.0,332946.0,1,0,1,0.75,1,238500.0,0.90993917,9.333333,5958.0,-4570,612000.0,-2.0,27.0,-73139.0,-2031.6389,-284.5,1242.5,0.0,0.0,17127.0,205871.94,5958.0,1.0,8515.035,957.0,0.96107477,27.0,0,2,0,0.75,112500.0,0,122387
0.6075573,0.16835178,0.079008766,0,10.509615,0.16666667,-16917,0.8,0.14346515,-200.0,2,1,1.2980769,-2343.0,14.0,4.635,5319.9,-2427.0,790830.0,1,0,1,0.16666667,1,675000.0,0.0,13.333333,7708.5,-472,192010.5,-9.0,38.0,-158111.0,-1520.2981,-1550.6,-1192.8,0.16666667,0.0,62482.5,1053404.4,7708.5,1.3611442,21673.17,-2254.0,0.9495917,38.0,0,2,0,0.8333333,225000.0,0,122452
0.13595104,0.12321579,0.09217841,0,0.83516484,0.0,-9675,0.0,0.1250646,-147.0,2,1,175.88472,-659.0,11.142858,14.355,25812.0,-1210.0,278460.0,1,0,1,0.25,1,225000.0,0.7967933,11.142858,22275.0,-966,27000.0,-3.0,54.0,-42238.0,-464.15384,-147.0,952.0,0.0,0.125,25668.0,970809.3,22275.0,1.0789646,19207.08,952.0,0.9179718,54.0,0,2,1,0.875,112500.0,1,123136
0.41709965,0.22414032,0.0484,0,0.0,0.0,-20842,0.5833333,0.0,-128.0,3,0,0.0,-1743.0,10.0,4936.41,95161.95,0.0,450000.0,1,0,1,0.0,0,450000.0,1.1111112,10.0,4945.5,-4252,2032488.0,-47.0,11.0,-15872.0,-1587.2,-1485.3334,1925.8182,0.0,1.0,21780.0,49441.453,4945.5,1.1111112,4945.005,-2191.0,1.1111112,11.0,1,3,0,1.0,76500.0,0,123334
0.0,0.7263358,0.09918447,0,0.25,0.0,-21998,0.0,0.0,0.0,2,0,0.0,0.0,12.0,3020.625,0.0,0.0,463500.0,1,0,1,1.0,1,463500.0,1.0110996,12.0,2623.5,-4248,0.0,-49.0,17.0,-31742.0,-1983.875,0.0,0.0,0.0,0.0,45972.0,49491.18,2623.5,1.0110996,3111.03,0.0,1.0110996,17.0,1,2,0,1.0,162000.0,0,123576
0.4650692,0.6184656,0.07930415,1,0.18367347,0.4,-10277,0.5,0.07949791,-219.0,3,1,-357.51398,-982.0,9.0,0.36,1637964.0,-817.0,440784.0,1,0,1,0.0,1,360000.0,0.89199644,11.2,6745.5,-1332,6756426.0,-5.0,55.0,-26117.0,-533.0,-535.5,2128.3333,0.2,0.1,34956.0,1153171.6,30150.0,1.1111295,49560.75,-563.0,0.99185556,55.0,0,3,1,0.6,157500.0,1,123688
0.6041126,0.21904463,0.04245588,0,0.25714287,0.0,-20724,0.7,0.0,-317.0,2,0,317.7347,-2183.0,34.714287,227.16,125350.65,0.0,306000.0,1,0,1,0.125,1,306000.0,0.65159065,34.714287,23760.0,-4237,3060787.5,-2.0,50.0,-85645.0,-1223.5,-1016.3,241.85715,0.0,0.125,12991.5,1634016.5,23760.0,1.5397807,38250.0,-822.0,0.9490911,50.0,1,2,0,0.875,135000.0,0,125622
0.391055,0.6886609,0.041268,0,0.0,0.0,-14765,0.14285715,0.0649509,-196.0,3,0,0.0,-907.0,0.0,0.0,4668.9365,-959.0,1125000.0,0,0,1,0.0,0,1125000.0,0.0,0.0,0.0,-5196,1175625.0,0.0,0.0,0.0,0.0,-783.4286,4575.7144,0.0,0.0,46426.5,0.0,0.0,0.0,0.0,-166.0,0.0,0.0,0,3,1,0.0,172957.5,0,128005
0.083364196,0.46696988,0.04850397,0,0.26966292,0.22727273,-22510,1.0,0.0,-1363.0,2,0,-4448.0073,-2004.0,10.888889,210.015,0.0,0.0,326664.0,1,1,1,0.18181819,1,234000.0,0.53333336,13.0,5625.0,-5276,496153.44,-1.0,72.0,-100418.0,-1128.2921,-1658.1666,-1099.6666,0.0,0.0,15844.5,1770129.5,5625.0,1.1477007,46030.95,-2306.0,0.97277445,72.0,1,2,0,0.4090909,108000.0,0,128883
0.6801388,0.60867184,0.105482176,0,0.0,0.0,-14167,1.0,0.14533776,-1537.0,2,1,0.0,-2290.0,10.0,7415.91,0.0,-2059.0,267102.0,0,1,1,0.6666667,1,247500.0,0.8780644,10.0,7330.5,-4848,89487.0,-13.0,31.0,-29883.0,-1030.4482,-2296.6667,-2072.0,0.0,0.33333334,28174.5,244538.81,7330.5,1.1111372,9088.605,-2673.0,0.99806625,31.0,0,2,0,1.0,157500.0,1,130329
0.0,0.54051006,0.08017519,0,1.2,0.5,-10492,1.0,0.04660694,-1338.0,2,0,464.2785,-232.0,9.0,3.285,0.0,-489.0,302076.0,1,0,1,0.25,1,270000.0,0.91769546,9.0,24093.0,-2998,147709.39,-4.0,19.0,-21161.0,-1058.05,-1541.0,-1334.5,0.0,0.25,24219.0,104344.78,24093.0,1.3130746,6720.84,-1591.0,1.115385,19.0,0,2,1,0.5,90000.0,2,131045
0.53707,0.4992748,0.07788329,0,0.61206895,0.0,-16313,0.5714286,0.12762827,-451.0,2,0,496.9959,0.0,16.0,59.4,155289.22,-2082.0,260640.0,1,0,1,0.2,1,225000.0,0.0,16.0,12375.0,-4558,1674184.5,-2.0,48.0,-69320.0,-597.5862,-1238.4286,-337.0,0.0,0.2,20299.5,2054577.5,12375.0,1.0050073,33268.14,-1681.0,0.6329407,48.0,0,2,1,0.6,144000.0,0,131677
0.61782616,0.751081,0.064270645,1,0.0,0.0,-21135,0.33333334,0.25966406,-1546.0,1,1,0.0,0.0,6.0,8471.835,107961.0,-5488.0,358344.0,0,0,1,1.0,0,283500.0,1.1111112,6.0,4702.5,-4633,1070217.6,-83.0,7.0,-15661.0,-2610.1667,-1758.3334,-373.33334,0.0,1.0,23031.0,50942.387,4702.5,1.1111112,8494.11,-2043.0,1.1111112,7.0,0,1,0,1.0,180000.0,0,131914
0.0,0.20203103,0.09204959,0,0.0,0.0,-8474,0.0,0.07422705,0.0,2,0,0.0,-422.0,12.0,6568.56,0.0,-629.0,395640.0,0,0,1,0.0,1,360000.0,1.1111112,12.0,7087.5,-628,0.0,-9.0,6.0,-1842.0,-368.4,0.0,0.0,0.0,1.0,36418.5,69595.74,7087.5,1.1111112,6568.56,0.0,1.1111112,6.0,0,2,0,1.0,121500.0,0,133587
0.5549468,0.5890596,0.09642006,1,0.0,0.0,-10520,0.5,0.071102664,-148.0,2,0,0.0,-643.0,0.0,0.0,0.0,-748.0,354978.0,1,0,1,0.0,0,333000.0,0.0,0.0,0.0,-978,247797.0,0.0,0.0,0.0,0.0,-504.0,656.0,0.0,0.0,34227.0,0.0,0.0,0.0,0.0,-314.0,0.0,0.0,0,2,0,0.0,112500.0,0,134400
0.27213368,0.57299,0.06390459,0,1.34,0.16666667,-11315,0.5,0.25709236,-548.0,2,1,436.8276,-657.0,12.0,14.625,33617.25,-2909.0,509400.0,0,1,1,0.33333334,0,450000.0,0.77657837,9.6,2961.0,-3360,139675.5,-16.0,26.0,-43150.0,-863.0,-686.0,97.5,0.0,0.16666667,32553.0,391412.12,2961.0,1.0588046,12900.24,-640.0,0.93413305,26.0,0,2,0,0.6666667,112500.0,0,134764
